----,,,,,,
DateTime:,      2021/06/11, 15:00:55,1.62343E+12,,,
184,24975.8,89.389,5707.408,0,,
185,26243.3,89.469,5694.529,0,,
186,27575.8,90.546,5620.263,0,,
187,28975.8,89.445,5679.781,0,,
188,30445.8,90.455,5607.661,0,,
189,31990.8,90.708,5583.952,0,,
190,33613.3,89.692,5641.195,0,,
191,35318.3,90.198,5602.314,0,,
192,37108.3,90.514,5574.83,0,,
193,38990.8,90.716,5556.595,0,,
194,40968.3,89.461,5626.636,0,,
195,43045.8,89.59,5611.516,0,,
196,45228.3,89.939,5585.743,0,,
197,47520.8,90.232,5560.416,0,,
198,49928.3,89.477,5601.304,0,,
199,52458.3,89.336,5603.696,0,,
200,55115.8,90.191,5545.749,0,,
201,57908.3,90.313,5533.158,0,,
202,60843.3,90.562,5509.742,0,,
203,63925.8,90.005,5538.299,0,,
204,67163.3,89.355,5574.138,0,,
205,70565.8,89.848,5539.143,0,,
206,74140.8,89.496,5555.481,0,,
207,77895.8,90.488,5490.472,0,,
208,81840.8,88.97,5578.184,0,,
209,85985.8,89.833,5522.624,0,,
210,90340.8,89.162,5556.536,0,,
211,94915.8,89.905,5507.451,0,,
212,99723.3,90.129,5492.068,0,,
213,104773.3,89.911,5498.714,0,,
214,110078.3,89.35,5529.348,0,,
215,115653.3,89.726,5502.562,0,,
216,121508.3,90.666,5442.161,0,,
217,127660.8,90.35,5459.879,0,,
218,134125.8,89.923,5479.517,0,,
219,140915.8,90.371,5453.068,0,,
220,148050.8,89.67,5494.693,0,,
221,155545.8,89.858,5475.119,0,,
222,163420.8,89.209,5516.79,0,,
223,171695.8,90.474,5433.586,0,,
224,180388.3,89.913,5466.966,0,,
225,189520.8,89.753,5474.232,0,,
226,199115.8,89.312,5500.234,0,,
227,209195.8,89.538,5479.489,0,,
----,,,,,,
DateTime:,      2021/06/11, 15:00:58,1.62343E+12,,,
PIF:,-599.47,,,,,
PARs:,0,0,0,0,0,0
Light:,0,0,0,0,0,0
Lamps:,    #00001,,,,,
Gain:,5,2, ,,,
S/N Ratio:,67.03,,,,,
Position:,0,0,   NoData,,,
Cycles:,1,,,,,
1,99,100,227,,,
DataPt,  Time(us),         EX,         EM,       Fit,,
==========,==========,==========,==========,=========,,
0,0,0,0,0,,
1,0.8,89.667,5347.515,0,,
2,3.3,89.715,5425.532,0,,
3,5.8,88.518,5504.561,0,,
4,8.3,88.227,5561.247,0,,
5,10.8,87.984,5628.022,0,,
6,13.3,88.237,5669.419,0,,
7,15.8,87.706,5762.165,0,,
8,18.3,87.455,5829.47,0,,
9,20.8,86.298,5953.979,0,,
10,23.3,85.431,6061.204,0,,
11,25.8,86.088,6062.826,0,,
12,28.3,85.145,6182.82,0,,
13,30.8,85.001,6249.286,0,,
14,33.3,84.707,6332.598,0,,
15,35.8,84.971,6369.855,0,,
16,38.3,83.429,6544.646,0,,
17,40.8,83.889,6559.561,0,,
18,43.3,83.532,6633.295,0,,
19,45.8,84.675,6589.633,0,,
20,48.3,84.242,6665.688,0,,
21,50.8,83.38,6777.85,0,,
22,53.3,83.684,6796.49,0,,
23,55.8,83.335,6866.887,0,,
24,58.3,82.65,6966.391,0,,
25,60.8,83.099,6966.082,0,,
26,63.3,82.223,7074.869,0,,
27,65.8,81.766,7148.415,0,,
28,68.3,81.802,7176.31,0,,
29,70.8,81.863,7201.934,0,,
30,73.3,81.907,7226.409,0,,
31,75.8,81.383,7300.501,0,,
32,78.3,82.298,7245.066,0,,
33,80.8,81.7,7321.588,0,,
34,83.3,81.314,7379.743,0,,
35,85.8,81.789,7359.088,0,,
36,88.3,81.768,7378.331,0,,
37,90.8,80.883,7476.616,0,,
38,93.3,81.271,7457.671,0,,
39,95.8,80.227,7568.463,0,,
40,98.3,81.064,7504.855,0,,
41,100.8,81.007,7524.488,0,,
42,103.3,80.96,7542.129,0,,
43,105.8,80.644,7582.135,0,,
44,108.3,81.006,7558.087,0,,
45,110.8,80.855,7581.942,0,,
46,113.3,80.339,7637.031,0,,
47,115.8,80.505,7630.752,0,,
48,118.3,79.695,7715.343,0,,
49,120.8,80.627,7630.651,0,,
50,123.3,80.023,7691.453,0,,
51,125.8,79.945,7703.961,0,,
52,128.3,79.931,7710.063,0,,
53,130.8,79.886,7715.678,0,,
54,133.3,79.342,7772.338,0,,
55,135.8,79.006,7808.712,0,,
56,138.3,80.009,7710.285,0,,
57,140.8,79.073,7803.132,0,,
58,143.3,79.429,7767.375,0,,
59,145.8,78.935,7817.234,0,,
60,148.3,79.412,7768.749,0,,
61,150.8,79.053,7803.297,0,,
62,153.3,79.908,7717.095,0,,
63,155.8,77.96,7907.811,0,,
64,158.3,79.135,7789.87,0,,
65,160.8,79.126,7785.973,0,,
66,163.3,78.764,7819.253,0,,
67,165.8,79.413,7752.52,0,,
68,168.3,78.928,7796.163,0,,
69,170.8,77.682,7918.367,0,,
70,173.3,78.344,7846.563,0,,
71,175.8,78.931,7784.669,0,,
72,178.3,78.557,7818.723,0,,
73,180.8,78.439,7825.625,0,,
74,183.3,79.05,7758.297,0,,
75,185.8,78.183,7839.25,0,,
76,188.3,78.013,7851.685,0,,
77,190.8,78.812,7765.279,0,,
78,193.3,77.883,7854.015,0,,
79,195.8,77.934,7842.993,0,,
80,198.3,77.244,7906.006,0,,
81,200.8,77.59,7864.807,0,,
82,203.3,77.64,7853.1,0,,
83,205.8,77.364,7873.372,0,,
84,208.3,77.657,7836.709,0,,
85,210.8,77.3,7866.669,0,,
86,213.3,77.141,7875.901,0,,
87,215.8,77.806,7800.119,0,,
88,218.3,77.45,7830.763,0,,
89,220.8,77.298,7837.642,0,,
90,223.3,76.929,7868.225,0,,
91,225.8,76.932,7861.418,0,,
92,228.3,77.126,7834.676,0,,
93,230.8,76.588,7881.82,0,,
94,233.3,76.972,7832.871,0,,
95,235.8,77.038,7819.436,0,,
96,238.3,76.119,7905.659,0,,
97,240.8,75.752,7934.511,0,,
98,243.3,76.192,7881.605,0,,
99,245.8,75.469,7948.666,0,,
100,250.8,76.534,7918.486,0,,
101,273.3,79.594,7775.382,0,,
102,295.8,80.864,7705.775,0,,
103,318.3,82.182,7606.352,0,,
104,343.3,82.129,7617.419,0,,
105,368.3,82.027,7614.602,0,,
106,395.8,81.778,7625.841,0,,
107,423.3,82.147,7566.606,0,,
108,453.3,81.926,7562.195,0,,
109,483.3,82.693,7463.861,0,,
110,515.8,83.01,7404.985,0,,
111,550.8,83.186,7356.706,0,,
112,585.8,82.983,7344.135,0,,
113,623.3,82.922,7316.845,0,,
114,663.3,83.634,7218.913,0,,
115,705.8,83.681,7180.329,0,,
116,748.3,83.153,7196.356,0,,
117,793.3,83.01,7180.619,0,,
118,840.8,83.554,7106.141,0,,
119,890.8,83.298,7102.595,0,,
120,943.3,84.192,7004.216,0,,
121,998.3,84.281,6972.384,0,,
122,1055.8,83.706,6994.7,0,,
123,1115.8,84.683,6892.148,0,,
124,1178.3,85.177,6829.077,0,,
125,1245.8,83.986,6897.972,0,,
126,1315.8,84.925,6801.521,0,,
127,1388.3,85.403,6742.479,0,,
128,1465.8,84.565,6788.268,0,,
129,1545.8,85.484,6695.677,0,,
130,1630.8,85.461,6678.32,0,,
131,1720.8,85.411,6661.669,0,,
132,1815.8,85.026,6669.036,0,,
133,1913.3,85.506,6615.048,0,,
134,2015.8,86.758,6501.483,0,,
135,2123.3,85.758,6558.884,0,,
136,2238.3,85.732,6541.583,0,,
137,2358.3,87.262,6409.458,0,,
138,2483.3,85.989,6486.534,0,,
139,2615.8,86.514,6429.448,0,,
140,2753.3,86.118,6442.476,0,,
141,2898.3,86.012,6431.62,0,,
142,3050.8,86.154,6406.876,0,,
143,3210.8,86.388,6372.229,0,,
144,3378.3,86.087,6378.972,0,,
145,3555.8,86.486,6330.58,0,,
146,3740.8,86.539,6311.759,0,,
147,3935.8,87.885,6199.808,0,,
148,4140.8,86.689,6269.989,0,,
149,4355.8,87.355,6206.365,0,,
150,4580.8,87.136,6207.983,0,,
151,4818.3,87.474,6167.541,0,,
152,5068.3,88.098,6109.363,0,,
153,5330.8,89.536,5998.068,0,,
154,5605.8,87.789,6101.082,0,,
155,5895.8,88.075,6066.744,0,,
156,6200.8,88.302,6037.363,0,,
157,6520.8,88.397,6017.147,0,,
158,6855.8,89.892,5905.722,0,,
159,7208.3,89.047,5949.205,0,,
160,7578.3,87.922,6012.582,0,,
161,7965.8,88.613,5951.293,0,,
162,8373.3,88.133,5974.791,0,,
163,8800.8,88.399,5942.544,0,,
164,9250.8,89.916,5832.188,0,,
165,9723.3,89.405,5854.893,0,,
166,10220.8,89.304,5848.28,0,,
167,10743.3,89.953,5796.813,0,,
168,11290.8,89.164,5840.187,0,,
169,11865.8,88.352,5879.618,0,,
170,12470.8,89.043,5825.61,0,,
171,13105.8,89.81,5767.914,0,,
172,13773.3,89.597,5774.395,0,,
173,14475.8,90.587,5703.138,0,,
174,15213.3,89.607,5754.678,0,,
175,15988.3,89.012,5784.009,0,,
176,16800.8,89.295,5757.515,0,,
177,17655.8,90.089,5698.704,0,,
178,18553.3,89.791,5709.939,0,,
179,19495.8,90.113,5683.169,0,,
180,20485.8,89.356,5721.832,0,,
181,21525.8,90.815,5622.712,0,,
182,22618.3,89.71,5681.115,0,,
183,23768.3,90.249,5641.261,0,,
184,24975.8,90.537,5614.492,0,,
185,26243.3,90.601,5603.502,0,,
186,27575.8,89.721,5650.53,0,,
187,28975.8,89.972,5629.034,0,,
188,30445.8,89.587,5643.743,0,,
189,31990.8,89.67,5631.943,0,,
190,33613.3,90.062,5599.865,0,,
191,35318.3,89.425,5631.734,0,,
192,37108.3,89.42,5622.619,0,,
193,38990.8,90.088,5576.555,0,,
194,40968.3,89.539,5606.294,0,,
195,43045.8,90.772,5521.454,0,,
196,45228.3,89.574,5590.23,0,,
197,47520.8,89.876,5565.151,0,,
198,49928.3,88.708,5632.803,0,,
199,52458.3,90.373,5521.456,0,,
200,55115.8,89.495,5570.285,0,,
201,57908.3,89.122,5589.067,0,,
202,60843.3,88.994,5590.733,0,,
203,63925.8,90.329,5503.823,0,,
204,67163.3,90.097,5510.491,0,,
205,70565.8,89.366,5549.692,0,,
206,74140.8,90.226,5496.431,0,,
207,77895.8,89.92,5508.078,0,,
208,81840.8,90.156,5489.779,0,,
209,85985.8,90.67,5455.155,0,,
210,90340.8,90.705,5447.222,0,,
211,94915.8,89.485,5517.607,0,,
212,99723.3,89.555,5507.764,0,,
213,104773.3,91.047,5412.652,0,,
214,110078.3,89.919,5477.078,0,,
215,115653.3,89.5,5499.655,0,,
216,121508.3,90.393,5445.149,0,,
217,127660.8,89.668,5487.337,0,,
218,134125.8,89.143,5514.474,0,,
219,140915.8,89.343,5495.228,0,,
220,148050.8,90.037,5451.503,0,,
221,155545.8,89.124,5504,0,,
222,163420.8,91.474,5361.277,0,,
223,171695.8,89.412,5482.94,0,,
224,180388.3,90.475,5418.187,0,,
225,189520.8,90.8,5396.525,0,,
226,199115.8,89.938,5447.315,0,,
227,209195.8,90.274,5418.725,0,,
----,,,,,,
DateTime:,      2021/06/11, 15:04:00,1.62343E+12,,,
PIF:,67.02,,,,,
PARs:,0,0,0,0,0,0
Light:,0,0,0,0,80,0
Lamps:,    #00001,,,,,
Gain:,5,2, ,,,
S/N Ratio:,36.15,,,,,
Position:,0,0,   NoData,,,
Cycles:,1,,,,,
1,99,100,227,,,
DataPt,  Time(us),         EX,         EM,       Fit,,
==========,==========,==========,==========,=========,,
0,0,0,0,0,,
1,0.8,90.676,8298.494,0,,
2,3.3,88.605,8415.785,0,,
3,5.8,87.419,8537.446,0,,
4,8.3,86.955,8604.376,0,,
5,10.8,86.359,8694.809,0,,
6,13.3,86.786,8687.951,0,,
7,15.8,86.081,8786.338,0,,
8,18.3,86.185,8791.922,0,,
9,20.8,86.102,8809.011,0,,
10,23.3,86.13,8809.373,0,,
11,25.8,85.717,8859.304,0,,
12,28.3,85.851,8851.799,0,,
13,30.8,84.641,8991.847,0,,
14,33.3,84.706,8999.324,0,,
15,35.8,84.077,9080.21,0,,
16,38.3,84.512,9042.701,0,,
17,40.8,84.076,9095.284,0,,
18,43.3,83.186,9194.727,0,,
19,45.8,83.782,9133.137,0,,
20,48.3,83.533,9160.885,0,,
21,50.8,82.498,9276.259,0,,
22,53.3,82.62,9265.509,0,,
23,55.8,82.813,9248.236,0,,
24,58.3,82.134,9330.778,0,,
25,60.8,82.399,9302.685,0,,
26,63.3,81.89,9360.762,0,,
27,65.8,81.798,9370.628,0,,
28,68.3,81.474,9409.13,0,,
29,70.8,81.355,9420.663,0,,
30,73.3,81.939,9352.728,0,,
31,75.8,80.518,9518.851,0,,
32,78.3,81.245,9433.186,0,,
33,80.8,80.651,9501.583,0,,
34,83.3,80.991,9460.261,0,,
35,85.8,80.197,9552.453,0,,
36,88.3,80.176,9552.145,0,,
37,90.8,79.841,9590.71,0,,
38,93.3,79.683,9607.775,0,,
39,95.8,80.639,9492.162,0,,
40,98.3,79.657,9604.86,0,,
41,100.8,79.782,9587.076,0,,
42,103.3,79.735,9588.936,0,,
43,105.8,79.966,9560.011,0,,
44,108.3,80.507,9491.064,0,,
45,110.8,79.993,9548.535,0,,
46,113.3,80.027,9539.679,0,,
47,115.8,79.647,9582.537,0,,
48,118.3,79.025,9652.313,0,,
49,120.8,79.403,9602.362,0,,
50,123.3,80.08,9519.231,0,,
51,125.8,79.637,9566.063,0,,
52,128.3,79.442,9586.333,0,,
53,130.8,79.397,9586.72,0,,
54,133.3,79.77,9538.145,0,,
55,135.8,79.619,9551.399,0,,
56,138.3,79.702,9536.709,0,,
57,140.8,79.139,9600.301,0,,
58,143.3,79.127,9595.195,0,,
59,145.8,79.186,9584.016,0,,
60,148.3,79.477,9542.842,0,,
61,150.8,79.121,9580.226,0,,
62,153.3,79.419,9540.756,0,,
63,155.8,79.136,9568.565,0,,
64,158.3,79.02,9578.269,0,,
65,160.8,78.828,9594.537,0,,
66,163.3,78.652,9611.684,0,,
67,165.8,78.93,9571.51,0,,
68,168.3,78.816,9579.784,0,,
69,170.8,78.129,9658.052,0,,
70,173.3,78.053,9659.223,0,,
71,175.8,78.268,9626.574,0,,
72,178.3,77.897,9666.033,0,,
73,180.8,77.229,9742.901,0,,
74,183.3,77.467,9706.544,0,,
75,185.8,76.79,9783.987,0,,
76,188.3,77.358,9705.717,0,,
77,190.8,77.045,9738.175,0,,
78,193.3,77.045,9732.7,0,,
79,195.8,76.542,9786.152,0,,
80,198.3,76.78,9749.822,0,,
81,200.8,76.57,9768.457,0,,
82,203.3,76.988,9708.702,0,,
83,205.8,76.345,9783.144,0,,
84,208.3,76.636,9737.404,0,,
85,210.8,77.02,9683.873,0,,
86,213.3,76.678,9721.359,0,,
87,215.8,76.413,9746.422,0,,
88,218.3,76.985,9666.493,0,,
89,220.8,76.279,9746.485,0,,
90,223.3,75.913,9787.139,0,,
91,225.8,76.101,9753.504,0,,
92,228.3,75.923,9766.368,0,,
93,230.8,74.835,9900.624,0,,
94,233.3,75.586,9794.073,0,,
95,235.8,75.465,9801.519,0,,
96,238.3,74.369,9934.962,0,,
97,240.8,74.19,9950.862,0,,
98,243.3,74.255,9933.068,0,,
99,245.8,74.836,9848.443,0,,
100,250.8,74.967,9950.141,0,,
101,273.3,79.297,9600.356,0,,
102,295.8,79.472,9648.468,0,,
103,318.3,80.043,9624.64,0,,
104,343.3,80.205,9642.246,0,,
105,368.3,81.581,9501.945,0,,
106,395.8,81.535,9526.737,0,,
107,423.3,81.497,9537.554,0,,
108,453.3,81.464,9550.565,0,,
109,483.3,81.308,9568.428,0,,
110,515.8,82.904,9388.159,0,,
111,550.8,82.527,9428.625,0,,
112,585.8,82.7,9407.803,0,,
113,623.3,82.274,9449.983,0,,
114,663.3,82.074,9468.363,0,,
115,705.8,82.283,9437.086,0,,
116,748.3,83.422,9301.368,0,,
117,793.3,83.095,9334.096,0,,
118,840.8,84.368,9188.617,0,,
119,890.8,83.577,9273.721,0,,
120,943.3,83.025,9331.98,0,,
121,998.3,84.19,9196.741,0,,
122,1055.8,82.553,9374.92,0,,
123,1115.8,84.615,9140.531,0,,
124,1178.3,84.731,9119.851,0,,
125,1245.8,84.079,9187.515,0,,
126,1315.8,84.449,9140.049,0,,
127,1388.3,84.743,9105.037,0,,
128,1465.8,85.744,8994.663,0,,
129,1545.8,85.59,9007.379,0,,
130,1630.8,85.221,9041.242,0,,
131,1720.8,86.054,8950.709,0,,
132,1815.8,85.677,8985.267,0,,
133,1913.3,85.62,8989.67,0,,
134,2015.8,85.256,9024.321,0,,
135,2123.3,85.707,8973.125,0,,
136,2238.3,85.71,8970.208,0,,
137,2358.3,85.622,8976.434,0,,
138,2483.3,85.974,8938.366,0,,
139,2615.8,86.307,8900.628,0,,
140,2753.3,85.199,9015.413,0,,
141,2898.3,86.734,8853.1,0,,
142,3050.8,87.22,8802.358,0,,
143,3210.8,86.743,8848.046,0,,
144,3378.3,87.326,8791.412,0,,
145,3555.8,87.704,8751.248,0,,
146,3740.8,86.309,8891.95,0,,
147,3935.8,88.214,8702.584,0,,
148,4140.8,87.008,8818.895,0,,
149,4355.8,87.133,8805.974,0,,
150,4580.8,87.643,8754.269,0,,
151,4818.3,88.713,8649.734,0,,
152,5068.3,88.991,8622.005,0,,
153,5330.8,89.196,8604.451,0,,
154,5605.8,87.988,8721.146,0,,
155,5895.8,87.596,8758.822,0,,
156,6200.8,88.896,8631.21,0,,
157,6520.8,88.278,8692.422,0,,
158,6855.8,89.396,8583.312,0,,
159,7208.3,90,8524.965,0,,
160,7578.3,88.896,8631.228,0,,
161,7965.8,89.245,8596.139,0,,
162,8373.3,89.986,8525.525,0,,
163,8800.8,89.006,8619.112,0,,
164,9250.8,90.172,8505.922,0,,
165,9723.3,89.571,8561.601,0,,
166,10220.8,90.585,8462.74,0,,
167,10743.3,90.008,8517.975,0,,
168,11290.8,90.681,8453.025,0,,
169,11865.8,89.918,8522.579,0,,
170,12470.8,90.376,8478.299,0,,
171,13105.8,89.958,8516.277,0,,
172,13773.3,90.625,8450.925,0,,
173,14475.8,89.792,8525.944,0,,
174,15213.3,89.544,8547.446,0,,
175,15988.3,90.539,8449.727,0,,
176,16800.8,90.4,8461.262,0,,
177,17655.8,89.691,8522.87,0,,
178,18553.3,90.838,8414.236,0,,
179,19495.8,91.337,8364.412,0,,
180,20485.8,90.261,8460.906,0,,
181,21525.8,90.529,8436.713,0,,
182,22618.3,90.367,8447.884,0,,
183,23768.3,90.769,8400.639,0,,
184,24975.8,90.829,8391.86,0,,
185,26243.3,90.622,8410.696,0,,
186,27575.8,90.631,8401.082,0,,
187,28975.8,90.66,8399.699,0,,
188,30445.8,91.572,8305.87,0,,
189,31990.8,90.283,8425.265,0,,
190,33613.3,90.748,8370.463,0,,
191,35318.3,92.087,8243.903,0,,
192,37108.3,90.022,8426.159,0,,
193,38990.8,90.667,8369.537,0,,
194,40968.3,91.129,8322.382,0,,
195,43045.8,91.58,8276.878,0,,
196,45228.3,91.854,8246.412,0,,
197,47520.8,91.871,8241.205,0,,
198,49928.3,91.007,8312.135,0,,
199,52458.3,92.093,8210.488,0,,
200,55115.8,92.089,8206.775,0,,
201,57908.3,90.429,8352.14,0,,
202,60843.3,92.27,8182.959,0,,
203,63925.8,90.133,8373.207,0,,
204,67163.3,91.459,8249.036,0,,
205,70565.8,91.227,8266.479,0,,
206,74140.8,91.341,8254.405,0,,
207,77895.8,90.934,8286.69,0,,
208,81840.8,91.221,8260.787,0,,
209,85985.8,91.869,8200.611,0,,
210,90340.8,90.702,8302.907,0,,
211,94915.8,90.575,8313.031,0,,
212,99723.3,91.366,8238.11,0,,
213,104773.3,91.144,8261.547,0,,
214,110078.3,92.021,8180.484,0,,
215,115653.3,91.878,8191.993,0,,
216,121508.3,90.988,8271.29,0,,
217,127660.8,90.542,8311.746,0,,
218,134125.8,91.889,8190.307,0,,
219,140915.8,90.263,8335.107,0,,
220,148050.8,92.217,8160.797,0,,
221,155545.8,90.972,8272.953,0,,
222,163420.8,91.247,8248.77,0,,
223,171695.8,91,8270.641,0,,
224,180388.3,91.216,8251.018,0,,
225,189520.8,90.747,8295.88,0,,
226,199115.8,92.504,8135.288,0,,
227,209195.8,91.549,8221.631,0,,
----,,,,,,
